2079,1187,711
2107,1216,484
2108,1325,510
2098,1242,464
2090,1213,458
2092,1269,495
2092,1280,511
2093,1272,496
2096,1264,491
2096,1293,504
2098,1272,492
2109,1559,492
2106,1200,455
2097,1206,450
2097,1191,466
2098,1211,457
2099,1207,540
2101,1258,524
2101,1237,548
2102,1243,527
2101,1271,514
2104,1564,491
2104,1196,463
2097,1224,455
2097,1187,449
2097,1205,451
2098,1177,490
2126,1199,452
2106,1264,534
2101,1275,538
2105,1242,554
2102,1261,529
2104,1287,747
2106,1215,465
2097,1189,411
2096,1212,455
2098,1181,469
2097,1178,448
2098,1184,466
2097,1182,452
2101,1260,566
2102,1243,500
2103,1278,541
2103,1247,550
2102,1286,769
2107,1225,462
2098,1184,468
2098,1191,452
2098,1191,471
2098,1183,450
2100,1182,470
2099,1187,454
2100,1278,481
2102,1263,464
2103,1285,485
2102,1252,475
2105,1270,478
2104,1277,478
2106,1532,489
2108,1214,461
2100,1199,456
2100,1189,464
2099,1178,449
2103,1203,453
2100,1254,480
2102,1287,464
2104,1264,486
2104,1282,476
2105,1240,487
2104,1298,490
2106,1566,488
2105,1196,455
2098,1205,509
2097,1212,449
2098,1203,407
2100,1176,448
2101,1203,451
2100,1250,502
2104,1258,468
2104,1266,462
2104,1252,496
2104,1244,503
2109,1292,486
2106,1562,497
2105,1206,419
2097,1210,459
2099,1208,456
2100,1187,463
2100,1187,417
2100,1262,489
2102,1268,472
2103,1302,487
2105,1257,502
2106,1248,471
2107,1270,519
2107,1574,498
2106,1196,456
2099,1210,456
2099,1188,452
2099,1216,454
2100,1187,450
2101,1200,455
2102,1253,501
2104,1264,472
2105,1276,465
2106,1261,484
2107,1242,497
2109,1271,490
2120,1568,494
2108,1190,456
2100,1202,458
2101,1198,446
2101,1203,446
2101,1179,469
2101,1247,481
2104,1260,497
2104,1266,472
2117,1256,506
2117,1256,468
2107,1305,485
2110,1534,490
2107,1197,448
2098,1213,455
2098,1194,471
2099,1190,455
2099,1188,466
2101,1184,455
2153,1256,554
2104,1251,548
2103,1281,533
2105,1253,535
2105,1288,753
2108,1212,457
2098,1198,470
2098,1193,455
2099,1183,464
2099,1183,410
2100,1186,464
2101,1188,464
2100,1277,438
2104,1266,467
2103,1292,490
2104,1261,471
2105,1273,468
2106,1281,478
2108,1575,491
2106,1191,449
2097,1215,453
2099,1190,453
2100,1207,450
2098,1178,411
2101,1206,451
2102,1242,485
2103,1286,465
2104,1260,508
2105,1259,473
2106,1237,481
2105,1269,478
2107,1569,489
2109,1187,447
2100,1210,452
2100,1208,451
2099,1206,411
2101,1196,450
2100,1205,460
2101,1253,499
2104,1270,468
2105,1262,511
2106,1256,434
2107,1253,490
2106,1269,481
2109,1581,491
2108,1186,449
2100,1212,455
2099,1198,455
2099,1202,454
2101,1186,457
2101,1256,487
2103,1262,565
2104,1262,502
2105,1243,519
2108,1247,498
2107,1264,802
2108,1216,452
2099,1194,456
2099,1206,453
2099,1181,471
2100,1183,451
2100,1181,426
2102,1255,482
2103,1298,456
2103,1288,479
2104,1282,476
2104,1249,476
2105,1293,485
2107,1513,490
2107,1181,451
2098,1214,451
2098,1187,469
2098,1187,456
2101,1189,469
2101,1237,446
2104,1250,565
2102,1262,550
2104,1273,534
2103,1264,575
2271,1206,455
2098,1201,471
2098,1183,454
2097,1182,467
2099,1185,448
2099,1199,448
2099,1191,454
2107,1276,534
2103,1247,500
2104,1274,545
2103,1250,493
2103,1282,555
2284,1225,456
2098,1199,438
2096,1186,451
2097,1201,455
2099,1187,452
2099,1204,456
2099,1184,462
2101,1259,487
2102,1268,492
2104,1269,489
2104,1257,496
2105,1240,469
2105,1269,509
2108,1567,494
2109,1198,456
2100,1208,453
2100,1184,448
2106,1204,443
2101,1183,447
2102,1198,447
2102,1251,477
2104,1289,465
2104,1264,505
2106,1263,473
2105,1238,486
2107,1266,481
2106,1571,489
2108,1189,457
2103,1200,454
2100,1196,452
2101,1206,453
2101,1184,468
2101,1212,492
2104,1256,551
2104,1248,542
2106,1248,490
2106,1249,523
2107,1577,489
2108,1194,459
2099,1183,424
2099,1170,445
2100,1213,449
2100,1182,447
2102,1200,404
2101,1249,477
2103,1296,459
2104,1265,482
2104,1279,476
2104,1242,477
2105,1298,480
2106,1515,487
2108,1193,456
2099,1216,448
2098,1182,423
2099,1183,449
2100,1185,463
2101,1183,450
2103,1250,501
2104,1260,471
2104,1292,488
2104,1256,473
2105,1269,478
2107,1278,479
2106,1523,488
2107,1208,451
2100,1192,451
2101,1181,468
2100,1186,452
2102,1203,454
2101,1242,488
2104,1287,468
2104,1272,490
2104,1280,479
2105,1249,479
2106,1299,480
2107,1519,491
2107,1191,451
2099,1215,454
2099,1185,468
2100,1184,451
2100,1182,470
2102,1199,449
2102,1250,455
2105,1264,467
2105,1295,481
2106,1262,475
2105,1272,475
2107,1283,486
2107,1531,498
2108,1214,456
2099,1191,451
2099,1184,427
2100,1177,448
2100,1193,449
2101,1249,479
2103,1284,468
2103,1266,481
2104,1279,474
2105,1239,485
2104,1300,480
2106,1517,490
2108,1185,456
2098,1213,457
2098,1194,468
2098,1180,450
2099,1181,470
2099,1185,454
2102,1253,496
2103,1260,468
2104,1289,486
2105,1259,432
2105,1265,478
2106,1279,478
2106,1513,487
2108,1204,453
2099,1195,449
2100,1176,461
2101,1175,447
2100,1198,448
2102,1245,477
2103,1284,467
2103,1268,486
2103,1283,478
2105,1248,483
2106,1300,480
2106,1514,497
2109,1197,455
2101,1213,456
2098,1188,470
2099,1182,406
2100,1185,468
2102,1182,449
2102,1252,493
2103,1261,468
2103,1290,487
2105,1260,478
2106,1271,479
2106,1278,481
2107,1520,492
2108,1212,452
2101,1194,452
2100,1191,471
2100,1181,407
2102,1205,451
2101,1248,484
2103,1287,472
2104,1267,490
2105,1282,478
2105,1245,479
2106,1296,481
2108,1531,492
2131,1193,451
2100,1208,454
2099,1187,475
2099,1185,460
2101,1179,467
2102,1188,453
2103,1264,515
2105,1261,540
2105,1271,541
2106,1247,558
2107,1554,496
2107,1195,452
2099,1208,457
2099,1193,475
2100,1186,451
2100,1187,466
2102,1255,483
2103,1267,491
2105,1271,491
2104,1283,477
2105,1263,477
2106,1313,492
2106,1519,496
2107,1213,457
2098,1217,459
2098,1182,474
2098,1187,459
2100,1185,472
2100,1255,484
2101,1303,511
2103,1295,486
2102,1292,483
2104,1269,494
2104,1592,492
2107,1197,453
2096,1192,465
2098,1192,459
2100,1205,452
2100,1185,448
2101,1205,455
2101,1254,478
2106,1288,469
2102,1274,492
2102,1287,476
2104,1256,501
2105,1280,484
2105,1545,494
2103,1207,461
2095,1205,458
2097,1207,458
2098,1187,471
2099,1188,455
2099,1207,459
2101,1269,539
2103,1273,550
2102,1254,554
2105,1257,531
2104,1302,728
2108,1210,414
2100,1183,457
2099,1211,456
2099,1188,473
2100,1182,458
2101,1187,470
2101,1197,487
2106,1262,546
2104,1252,558
2105,1274,520
2105,1252,549
2107,1544,495
2105,1191,472
2097,1202,457
2097,1191,425
2097,1179,454
2099,1204,450
2098,1257,484
2102,1287,470
2101,1271,490
2103,1282,475
2102,1248,487
2103,1304,486
2104,1514,500
2109,1191,457
2100,1210,457
2100,1195,474
2100,1185,450
2100,1183,466
2100,1181,456
2103,1256,570
2104,1251,493
2104,1291,548
2104,1247,514
2105,1283,795
2105,1214,460
2097,1192,468
2096,1197,454
2098,1189,474
2098,1185,454
2099,1191,469
2099,1177,456
2100,1259,483
2113,1262,467
2103,1294,484
2104,1259,475
2105,1272,478
2104,1284,482
2106,1523,492
2108,1211,456
2100,1200,454
2099,1190,471
2099,1185,452
2099,1206,455
2102,1249,486
2103,1315,473
2104,1288,478
2104,1272,432
2104,1246,478
2105,1301,480
2106,1515,492
2108,1193,452
2098,1205,454
2098,1183,467
2099,1178,455
2100,1189,466
2100,1214,487
2102,1252,557
2104,1241,493
2104,1278,530
2103,1255,537
2105,1450,625
2108,1210,454
2099,1182,468
2098,1185,443
2098,1195,447
2100,1175,447
2100,1189,448
2100,1252,481
2102,1287,461
2102,1273,483
2103,1286,467
2103,1246,478
2104,1302,479
2105,1517,491
2105,1201,455
2098,1212,452
2097,1188,469
2098,1177,453
2100,1177,458
2100,1182,449
2102,1247,493
2105,1264,474
2104,1289,480
2105,1258,479
2105,1271,478
2106,1279,488
2106,1515,494
2109,1213,455
2102,1192,456
2100,1192,470
2101,1185,458
2102,1205,452
2102,1252,480
2103,1289,477
2104,1275,493
2105,1283,480
2108,1248,482
2106,1303,486
2107,1523,497
2108,1185,447
2099,1220,460
2099,1187,478
2099,1189,459
2100,1186,465
2100,1187,452
2103,1265,552
2103,1248,508
2105,1271,491
2107,1233,468
2108,1259,470
2108,1565,484
2106,1186,453
2098,1201,440
2096,1194,437
2098,1178,440
2099,1193,442
2099,1175,446
2099,1200,456
2101,1250,479
2101,1258,466
2103,1269,457
2103,1260,468
2105,1259,449
2103,1246,490
2108,1256,477
2106,1509,481
2104,1221,406
2098,1199,447
2098,1298,478
2150,1279,484
2150,1296,474
2156,1279,484
2158,1662,496
2104,1211,456
2100,1268,484
2094,1254,548
2094,1286,522
2096,1299,535
2097,1307,778
2100,1225,463
2092,1196,470
2092,1186,455
2093,1181,463
2095,1178,448
2095,1189,437
2095,1176,445
2097,1305,496
2147,1281,486
2147,1339,475
2148,1330,535
2154,1492,432
2099,1210,415
2092,1269,454
2097,1265,474
2097,1265,473
2097,1244,469
2103,1261,472
2098,1277,476
2101,1268,749
2103,1211,461
2094,1270,502
2143,1278,491
2148,1283,484
2145,1346,548
2152,1502,474
2095,1221,455
2088,1267,491
2090,1266,471
2093,1256,497
2094,1258,478
2094,1248,493
2096,1269,483
2097,1552,490
2103,1198,448
2095,1200,442
2095,1183,474
2103,1183,459
2097,1190,474
2098,1245,485
2099,1290,465
2100,1240,472
2102,1285,465
2101,1255,457
2104,1298,486
2104,1556,484
2107,1188,455
2100,1205,442
2098,1176,457
2100,1177,448
2099,1176,470
2099,1189,455
2100,1260,485
2103,1242,467
2105,1269,477
2106,1253,484
2105,1251,457
2106,1265,495
2123,1561,494
2123,1197,455
2098,1196,454
2098,1181,452
2099,1201,446
2100,1181,439
2101,1181,441
2099,1207,479
2104,1240,528
2104,1262,536
2105,1248,506
2105,1260,533
2105,1559,485
2106,1190,414
2098,1202,445
2099,1192,459
2099,1201,456
2100,1188,456
2099,1202,459
2100,1220,488
2103,1276,540
2103,1258,550
2103,1245,448
2105,1239,560
2106,1247,764
2107,1212,454
2098,1181,473
2097,1192,457
2100,1183,474
2100,1187,459
2099,1206,459
2099,1185,484
2102,1276,546
2103,1247,491
2102,1273,541
2104,1254,541
2105,1277,728
2107,1210,456
2098,1203,445
2098,1178,441
2097,1195,447
2098,1179,446
2098,1203,459
2099,1186,458
2099,1264,490
2101,1258,475
2104,1241,472
2105,1259,459
2104,1240,464
2104,1263,474
2104,1276,497
2128,1214,462
2103,1177,464
2098,1178,444
2098,1299,467
2147,1339,526
2160,1418,521
2181,1235,462
2091,1202,453
2086,1248,491
2091,1266,479
2093,1260,505
2093,1263,521
2095,1247,496
2096,1289,473
2098,1546,492
2099,1207,458
2092,1189,453
2092,1205,449
2093,1181,458
2095,1179,446
2094,1253,473
2097,1266,468
2098,1285,483
2100,1264,477
2101,1274,479
2103,1281,495
2104,1516,489
2108,1199,454
2099,1198,449
2099,1180,453
2099,1204,449
2100,1185,467
2101,1181,449
2102,1247,498
2104,1263,421
2104,1262,503
2104,1263,477
2105,1266,462
2105,1271,486
2107,1566,491
2106,1201,457
2098,1217,414
2099,1190,454
2098,1200,453
2099,1174,466
2099,1180,448
2109,1251,546
2103,1253,493
2104,1257,554
2110,1251,544
2105,1285,762
2108,1207,460
2098,1199,452
2098,1209,446
2101,1176,466
2098,1177,447
2100,1176,463
2100,1174,450
2101,1251,549
2103,1254,529
2105,1292,534
2105,1254,511
2105,1285,764
2106,1219,452
2097,1195,473
2096,1191,456
2097,1180,467
2097,1185,449
2098,1173,468
2098,1177,449
2099,1270,482
2120,1267,481
2101,1286,492
2103,1262,479
2103,1276,480
2105,1284,472
2104,1532,491
2108,1218,411
2100,1197,458
2101,1185,467
2100,1188,457
2101,1197,454
2101,1204,495
2102,1277,494
2103,1253,554
2104,1280,517
2104,1254,541
2105,1539,495
2107,1210,451
2097,1187,454
2098,1196,469
2098,1188,455
2098,1204,454
2101,1184,444
2104,1276,524
2103,1264,556
2104,1272,525
2103,1259,547
2105,1568,495
2106,1182,449
2097,1197,459
2098,1184,451
2099,1212,452
2100,1180,453
2099,1201,455
2099,1248,476
2102,1312,473
2102,1285,510
2102,1265,482
2105,1262,511
2106,1277,483
2106,1536,493
2102,1207,450
2096,1208,458
2095,1207,453
2097,1186,464
2098,1195,458
2099,1264,483
2101,1270,479
2102,1286,486
2104,1268,492
2104,1250,468
2106,1283,501
2107,1504,480
2108,1188,448
